Step,Multi-Reward-Mean,Multi-Reward-Combined,Single-Reward,Mean - Single,Combined - Single,Multi reward ctrl,Single reward ctrl,reward ctrl multi - single
1.0,0.04060922306838105,0.3248737801232662,0.964018541879542,-0.923409318811161,-0.6391447617562758,-0.6953248977661133,-0.8475608825683594,0.1522359848022461
2.0,-0.06793245791908088,-0.543459616699207,-0.07612748323313046,0.008195025314049573,-0.4673321334660765,-1.515493631362915,-1.4859298467636108,-0.0295637845993042
3.0,-0.12151895372538966,-0.9721515918517223,0.4969215294443494,-0.6184404831697391,-1.4690731212960717,-1.9599740505218506,-1.048956036567688,-0.9110180139541626
4.0,0.029269346599785112,0.23415481726893383,-1.972117744578003,2.0013870911777882,2.2062725618469368,-0.7964544296264648,-2.59036922454834,1.793914794921875
5.0,-0.06402603190418238,-0.5122081779336853,-0.29164399091706494,0.22761795901288256,-0.2205641870166204,-1.7868905067443848,-0.9122753143310547,-0.8746151924133301
6.0,-0.03133450086061923,-0.2506759761513089,-0.795411722327618,0.7640772214669989,0.5447357461763092,-1.4549405574798584,-1.906435489654541,0.4514949321746826
7.0,-0.05031254268225793,-0.4025003703290633,-1.7482275058711212,1.6979149631888633,1.345727135542058,-1.4347319602966309,-3.0118744373321533,1.5771424770355225
8.0,-0.1472547654168188,-1.1780380618672606,-2.0345720912184078,1.887317325801589,0.8565340293511472,-2.0836730003356934,-2.464716911315918,0.3810439109802246
9.0,-0.08244943164507376,-0.6595954084571065,-2.0730313319393097,1.990581900294236,1.4134359234822031,-1.3928413391113281,-2.5274882316589355,1.1346468925476074
10.0,-0.07620487505682699,-0.6096389110476488,-1.8823325414394794,1.8061276663826524,1.2726936303918306,-1.8623528480529785,-3.074583053588867,1.2122302055358887
11.0,-0.12417144691019134,-0.9933716115449036,-0.4738891044162097,0.34971765750601835,-0.5194825071286939,-2.212242603302002,-1.9270005226135254,-0.28524208068847656
12.0,-0.10159216910923641,-0.8127373140493813,-0.25554180844333985,0.15394963933410344,-0.5571955056060415,-1.8125087022781372,-1.4579529762268066,-0.35455572605133057
13.0,-0.015333551972255395,-0.12266839761725301,-0.41618172811158016,0.4008481761393248,0.29351333049432715,-1.0887253284454346,-1.2841483354568481,0.19542300701141357
14.0,-0.08779683639352176,-0.7023747183238759,0.5833176353163347,-0.6711144717098565,-1.2856923536402105,-1.0332762002944946,-0.6377370357513428,-0.39553916454315186
15.0,-0.24317938610849987,-1.9454350059802896,-2.3824069779913715,2.1392275918828716,0.43697197201108184,-2.5444607734680176,-3.2999722957611084,0.7555115222930908
16.0,-0.12176867104025633,-0.9741495340974688,-1.940803071411646,1.8190344003713896,0.9666535373141771,-2.4943652153015137,-2.6547231674194336,0.16035795211791992
17.0,-0.06374615716358285,-0.5099692079485663,-1.7959369077627967,1.7321907505992138,1.2859676998142304,-1.5068268775939941,-2.4756696224212646,0.9688427448272705
18.0,-0.02472092992678887,-0.19776746976960613,-1.8492271421430453,1.8245062122162565,1.6514596723734392,-1.308976411819458,-2.5621862411499023,1.2532098293304443
19.0,-0.17833348615125663,-1.4266679334478751,-1.185681089589786,1.0073476034385294,-0.2409868438580891,-2.5851449966430664,-2.094827890396118,-0.49031710624694824
20.0,0.04224192104269489,0.33793536158947046,-0.3672993963730129,0.40954131741570776,0.7052347579624834,-0.5578178763389587,-1.299833059310913,0.7420151829719543
21.0,-0.18334466887530187,-1.4667573957058984,0.2775679541432985,-0.46091262301860036,-1.7443253498491968,-2.562863826751709,-0.7277485132217407,-1.8351153135299683
22.0,-0.43694956655443634,-3.4955969184013953,-0.05420049433510454,-0.3827490722193318,-3.4413964240662906,-5.018259048461914,-0.9682433009147644,-4.050015926361084
23.0,-0.2982446577063085,-2.385957355714048,-2.9485120846505235,2.650267426944215,0.5625547289364756,-3.543938398361206,-3.872011184692383,0.32807278633117676
24.0,-0.12163044754441188,-0.9730434825664247,-0.04225016866561804,-0.07938027887879384,-0.9307933139008067,-2.2637550830841064,-0.988397479057312,-1.2753576040267944
25.0,0.009978301720689451,0.07982637045901586,-1.1711891055670551,1.1811674072877445,1.251015476026071,-1.3336381912231445,-2.079679012298584,0.7460408210754395
26.0,-0.03096391007626089,-0.2477112033103135,-2.0228179976681524,1.9918540875918915,1.775106794357839,-1.5422053337097168,-2.839778423309326,1.2975730895996094
27.0,-0.24519800748348253,-1.9615840510202955,-0.20414945144681684,-0.041048556036665684,-1.7574345995734788,-2.74804425239563,-0.8363076448440552,-1.9117366075515747
28.0,-0.3896316633903725,-3.1170533108482696,-1.339515339467251,0.9498836760768785,-1.7775379713810187,-3.673908233642578,-1.9037539958953857,-1.7701542377471924
29.0,-0.16498133549622754,-1.3198506876951108,-0.8475024417658173,0.6825211062695898,-0.4723482459292935,-2.377708911895752,-1.0238977670669556,-1.3538111448287964
30.0,-0.020482782465186422,-0.16386223038483028,-1.2419865786683661,1.2215037962031796,1.0781243482835359,-1.0772851705551147,-2.3388402462005615,1.2615550756454468
31.0,-0.20816615856716594,-1.6653292983396502,-3.256991762866358,3.048825604299192,1.5916624645267077,-2.292048692703247,-4.515981674194336,2.223932981491089
32.0,0.021712645328757496,0.17370117770584415,-0.3835725917220052,0.4052852370507627,0.5572737694278493,-0.7024884223937988,-1.5217373371124268,0.8192489147186279
