Step,Multi-Reward-Mean,Multi-Reward-Combined,Single-Reward,Mean - Single,Combined - Single,Multi reward ctrl,Single reward ctrl,reward ctrl multi - single
1.0,-0.0995937660606523,-0.7967500576464952,-0.06919088609810187,-0.030402879962550436,-0.7275591715483933,-1.8532475233078003,-1.089052677154541,-0.7641948461532593
2.0,-0.26222941724868987,-2.0978352542869025,0.6918737467061753,-0.9541031639548652,-2.789709000993078,-3.1755714416503906,-0.6133286356925964,-2.5622427463531494
3.0,-0.08084977766470886,-0.6467982092104774,-0.8404060042941996,0.7595562266294908,0.19360779508372228,-1.3187392950057983,-1.825850486755371,0.5071111917495728
4.0,0.06395145048530387,0.5116115998588264,-2.105216214644265,2.169167665129569,2.6168278145030914,-0.399095743894577,-3.0976779460906982,2.698582172393799
5.0,-0.13480979987249442,-1.0784783302949157,-2.1096497172044693,1.9748399173319748,1.0311713869095536,-1.8729848861694336,-3.122708797454834,1.2497239112854004
6.0,-0.32940438111372305,-2.6352349797590833,-1.3205289298632703,0.9911245487495473,-1.314706049895813,-3.719918727874756,-2.6181130409240723,-1.1018056869506836
7.0,-0.4001989983735219,-3.2015918323886274,-0.952967506791754,0.5527685084182321,-2.2486243255968734,-4.3322434425354,-3.001826763153076,-1.3304166793823242
8.0,-0.05844976132467172,-0.46759803166939307,-0.060390069870363994,0.0019403085456922708,-0.4072079617990291,-1.7508282661437988,-1.045076847076416,-0.7057514190673828
9.0,-0.16692845423556288,-1.3354274569332136,-1.0366736580703466,0.8697452038347837,-0.298753798862867,-2.732555389404297,-2.1426024436950684,-0.5899529457092285
10.0,-0.1883257961980039,-1.506606243855484,-3.0034352336549173,2.8151094374569134,1.4968289897994334,-3.1729443073272705,-3.4725289344787598,0.29958462715148926
11.0,-0.11808028828835238,-0.944642297924916,-1.9636071562697295,1.845526867981377,1.0189648583448134,-1.8074901103973389,-2.260126829147339,0.45263671875
12.0,-0.0880599279631869,-0.7044793128781088,-0.052196620641510094,-0.03586330732167681,-0.6522826922365987,-1.8355488777160645,-0.9707399606704712,-0.8648089170455933
13.0,-0.04708609181291492,-0.37668871023800077,-1.6182510311094722,1.5711649392965572,1.2415623208714714,-1.1544249057769775,-3.7211856842041016,2.566760778427124
14.0,-0.2108467062085737,-1.6867734373270429,-0.6689878916229031,0.45814118541432935,-1.0177855457041398,-2.547736167907715,-1.7634204626083374,-0.7843157052993774
15.0,-0.1650236132278543,-1.320188666472933,0.20510950308984488,-0.3701331163176992,-1.5252981695627779,-2.1347694396972656,-0.8300879597663879,-1.3046815395355225
16.0,0.022637814761826358,0.18110257187848955,-0.06000372651489805,0.0826415412767244,0.2411062983933876,-0.8987956047058105,-1.1746736764907837,0.27587807178497314
17.0,-0.10841694919337065,-0.8673354595529299,-0.3115258700300585,0.20310892083668786,-0.5558095895228714,-2.019360065460205,-1.3546931743621826,-0.6646668910980225
18.0,-0.023498808373643598,-0.18799044603439086,-0.09558972836821722,0.07209091999457362,-0.09240071766617364,-1.0262445211410522,-1.190102219581604,0.16385769844055176
19.0,-0.07022720777437147,-0.5618176919972941,-1.854036756135366,1.7838095483609944,1.2922190641380717,-1.5594031810760498,-2.6775476932525635,1.1181445121765137
20.0,-0.15942659769626594,-1.2754127471111922,-1.0914590109281441,0.9320324132318782,-0.1839537361830481,-2.1919000148773193,-1.7539005279541016,-0.4379994869232178
21.0,-0.13126072273166706,-1.050085802342433,-0.6597109822709012,0.5284502595392342,-0.3903748200715319,-2.1711111068725586,-1.49024498462677,-0.6808661222457886
22.0,-0.06371204798244945,-0.5096963388941775,-0.8182384653014342,0.7545264173189847,0.30854212640725664,-1.4322314262390137,-1.709136724472046,0.2769052982330322
23.0,-0.09909751323770694,-0.792780082549242,-4.73330132732076,4.634203814083053,3.9405212447715177,-1.613830804824829,-5.340146064758301,3.7263152599334717
24.0,-0.0701400580495817,-0.5611204402150085,-0.40116573402738986,0.3310256759778082,-0.15995470618761864,-1.4236793518066406,-0.8970862627029419,-0.5265930891036987
25.0,-0.07893242003772338,-0.6314592528941008,0.18170405076202523,-0.2606364707997486,-0.813163303656126,-1.5460114479064941,-0.7397682666778564,-0.8062431812286377
26.0,-0.18755232266693292,-1.500418841167186,-2.5027571633170353,2.3152048406501025,1.0023383221498494,-2.473304271697998,-3.671656847000122,1.198352575302124
27.0,-0.10782707112721707,-0.8626166900896712,-0.7528793849109598,0.6450523137837427,-0.10973730517871139,-1.8072490692138672,-2.0305047035217285,0.22325563430786133
28.0,-0.2990600301272571,-2.392480436595798,-2.6022186813442008,2.3031586512169437,0.20973824474840264,-3.3003499507904053,-3.4995975494384766,0.1992475986480713
29.0,-0.1957795194278151,-1.5662363331014055,0.3522087951006996,-0.5479883145285147,-1.918445128202105,-2.392435073852539,-0.9533206224441528,-1.4391144514083862
30.0,-0.18043908560570832,-1.4435127170345032,-3.4587625863450686,3.2783235007393605,2.0152498693105656,-2.244835138320923,-4.850091934204102,2.6052567958831787
31.0,-0.010810738895073724,-0.08648591965890828,-0.2999967154452883,0.28918597655021455,0.21351079578638,-1.0393218994140625,-1.4752154350280762,0.43589353561401367
32.0,-0.01742202640848873,-0.139376207280685,-2.3550841603829538,2.337662133974465,2.2157079531022688,-1.1902635097503662,-3.5485010147094727,2.3582375049591064
33.0,-0.48154446022148467,-3.8523557115742006,-1.82706332227657,1.3455188620550853,-2.025292389297631,-4.9305806159973145,-3.138622760772705,-1.7919578552246094
34.0,-0.01182415014455579,-0.09459321449327662,-0.7914746849894397,0.7796505348448839,0.6968814704961631,-1.204071044921875,-1.4903439283370972,0.28627288341522217
35.0,-0.27961450679435884,-2.2369162480699663,-1.7990970722648214,1.5194825654704625,-0.43781917580514484,-3.2285513877868652,-2.8004751205444336,-0.42807626724243164
36.0,-0.017465454534252495,-0.13972365769443917,0.005237509882729086,-0.02270296441698158,-0.14496116757716826,-1.0391581058502197,-1.044110655784607,0.004952549934387207
37.0,-0.26776246121337743,-2.1420996273084065,-0.1583865004084395,-0.10937596080493794,-1.983713126899967,-3.047938823699951,-1.3334624767303467,-1.7144763469696045
38.0,-0.33357531415037667,-2.6686024941109006,-0.01641397559520752,-0.31716133855516915,-2.6521885185156933,-3.6026387214660645,-1.1822253465652466,-2.4204134941101074
