Step,Multi-Reward-Mean,Multi-Reward-Combined,Single-Reward,Mean - Single,Combined - Single,Multi reward ctrl,Single reward ctrl,reward ctrl multi - single
1.0,-0.018542820527405142,-0.14834254978374128,-0.49441789350301324,0.4758750729756081,0.34607534371927196,-0.9066742658615112,-1.4653892517089844,0.5587149858474731
2.0,-0.082573714316162,-0.6605896933417075,-2.4460014526642295,2.3634277383480677,1.785411759322522,-1.2497612237930298,-3.166138172149658,1.9163769483566284
3.0,0.014026437210315573,0.11221148716694684,-0.9578742946939188,0.9719007319042344,1.0700857818608656,-0.6186502575874329,-1.9368737936019897,1.318223476409912
4.0,-0.06129701318360503,-0.49037603771512295,-0.5754647949966964,0.5141677818130914,0.0850887572815735,-1.2786533832550049,-1.8168059587478638,0.5381525754928589
5.0,-0.2719874798423052,-2.175899916038215,-1.5092714016626965,1.2372839218203913,-0.6666285143755184,-2.771420955657959,-2.125178813934326,-0.6462421417236328
6.0,-0.056218803467866216,-0.44975043734719367,-0.16522846127355528,0.10900965780568907,-0.2845219760736384,-1.4839131832122803,-0.9335352778434753,-0.5503779053688049
7.0,-0.04857237007669456,-0.38857890519986316,-1.7147728898484473,1.6662005197717529,1.3261939846485842,-1.373278260231018,-2.4957518577575684,1.1224735975265503
8.0,-0.04209116799895901,-0.3367293364246763,-1.6682708887121023,1.6261797207131432,1.331541552287426,-0.7932344079017639,-2.7631959915161133,1.9699616432189941
9.0,-0.03487869822651389,-0.2790295711001247,-0.7448580928703709,0.709979394643857,0.46582852177024614,-1.1431446075439453,-1.6548242568969727,0.5116796493530273
10.0,-0.07460779237674003,-0.5968623709117185,-4.124179836200658,4.049572043823918,3.5273174652889394,-1.6887211799621582,-4.771512985229492,3.082791805267334
11.0,-0.3935945262036651,-3.1487559442023874,-2.135226354746659,1.741631828542994,-1.0135295894557284,-4.088689804077148,-3.238877773284912,-0.8498120307922363
12.0,-0.032416391309771586,-0.2593311891514949,0.12896444915737304,-0.16138084046714463,-0.38829563830886793,-0.9869660139083862,-0.8417503237724304,-0.1452156901359558
13.0,-0.260204966457536,-2.081639559598442,0.2733329305827623,-0.5335378970402983,-2.354972490181204,-2.9773659706115723,-0.7314248085021973,-2.245941162109375
14.0,-0.13521400012753082,-1.0817119116132796,-2.4005648529973165,2.2653508528697857,1.3188529413840369,-2.1533584594726562,-3.068999767303467,0.9156413078308105
15.0,-0.036816682200213224,-0.2945334054476416,-1.088182322035653,1.0513656398354398,0.7936489165880114,-1.5273334980010986,-2.0334253311157227,0.506091833114624
16.0,-0.3071326523749305,-2.4570612668461407,0.23225419166103645,-0.5393868440359669,-2.6893154585071772,-3.4302825927734375,-0.6890193223953247,-2.7412633895874023
17.0,-0.15256773195194678,-1.2205419138232352,-2.618407513041399,2.465839781089452,1.397865599218164,-2.132835865020752,-3.4300293922424316,1.2971935272216797
18.0,-0.06224089020797716,-0.4979271351679946,-1.7947928693824415,1.7325519791744644,1.296865734214447,-1.0856350660324097,-2.658585548400879,1.5729504823684692
19.0,-0.0828152394212859,-0.6625219210164304,-0.7927361980026717,0.7099209585813858,0.13021427698624133,-1.184360384941101,-1.8142880201339722,0.6299276351928711
20.0,0.08460809480199852,0.6768647582995728,-1.5597676363890032,1.6443757311910017,2.236632394688576,-0.2601447105407715,-2.727957010269165,2.4678122997283936
21.0,-0.48823224518979425,-3.9058579468500234,-3.5370152112898166,3.0487829661000223,-0.36884273556020686,-4.5709075927734375,-4.589144706726074,0.01823711395263672
22.0,0.05983412544001376,0.47867301501248516,-0.21135580913816998,0.27118993457818374,0.6900288241506551,-0.478796124458313,-1.3607257604599,0.8819296360015869
23.0,-0.2859126554017285,-2.28730116079178,-0.3455718517233788,0.05965919632165029,-1.9417293090684014,-3.4172048568725586,-1.3291374444961548,-2.0880675315856934
