Step,Multi-Reward-Mean,Multi-Reward-Combined,Single-Reward,Mean - Single,Combined - Single
1.0,0.6142472921762319,-1.6660690145056933,-1.6235506506958002,2.237797942872032,-0.042518363809893156
2.0,0.5300430744009701,-0.7796161901151153,-0.2257841967474462,0.7558272711484163,-0.5538319933676691
3.0,0.500289946861971,-0.7604607106021155,-2.1995436832428767,2.699833630104848,1.4390829726407612
4.0,0.5937957122309514,-3.558790143919884,0.058720831881835966,0.5350748803491154,-3.61751097580172
5.0,0.9018735849315227,0.2676652578886525,-2.2279289935546602,3.129802578486183,2.495594251443313
6.0,0.689144960195833,-0.0637334246543586,-1.4487760850732587,2.137921045269092,1.3850426604189001
7.0,0.6927129629293198,-0.5247856828973887,-0.8137034776775292,1.506416440606849,0.28891779478014046
8.0,1.2006054665449601,0.14502586985837573,-0.6942495644793223,1.8948550310242824,0.839275434337698
9.0,1.2870649967258099,0.5267430226117606,-2.0202046123178206,3.3072696090436304,2.546947634929581
10.0,1.2452271068731238,-0.5886334942507643,-1.8414541381463332,3.0866812450194567,1.252820643895569
11.0,2.078074825524247,1.1126067074405839,-2.0715015537447177,4.149576379268964,3.1841082611853015
12.0,1.0167444681044144,-0.8959357621736417,-2.2879653216182643,3.3047097897226787,1.3920295594446226
13.0,1.2563863437705889,0.5113824857587472,-2.5593097094068806,3.8156960531774695,3.070692195165628
14.0,0.9252132652311169,-0.2610534501343742,-1.6752776139869499,2.600490879218067,1.4142241638525757
15.0,0.8913054390489303,-0.3605266458996159,-2.2366651347978426,3.127970573846773,1.8761384888982267
16.0,0.7953860966437126,-0.5655440579220091,-2.5262125423864625,3.3215986390301753,1.9606684844644535
17.0,1.0477175833256067,-0.1514120009925366,-0.723515055246807,1.7712326385724138,0.5721030542542704
18.0,0.9038290017099864,-0.02841488104486034,-0.7521129239719657,1.655941925681952,0.7236980429271054
19.0,0.7089258097931068,-0.827972489465503,-0.8559955426643779,1.5649213524574848,0.028023053198874992
20.0,1.0525681212021176,0.2682009308155706,-0.10709410570339384,1.1596622269055115,0.37529503651896445
21.0,0.4531395908243311,-2.837510633663432,-1.4872473705557763,1.9403869613801072,-1.3502632631076557
22.0,0.6511342280129226,-0.3983528194501944,-0.4586995632170636,1.1098337912299863,0.060346743766869215
23.0,0.38015930820564603,-1.533248966379335,-1.3468747812282593,1.7270340894339054,-0.18637418515107562
24.0,0.3997763878323968,-3.7772251000969774,-1.7872228452799614,2.186999233112358,-1.990002254817016
25.0,0.7155091495273582,-1.1066873055047408,-1.5404000290528697,2.255909178580228,0.43371272354812884
26.0,0.18361658757966515,-3.029181412500846,-1.4101557306031316,1.5937723181827967,-1.6190256818977142
27.0,0.9921812307396827,-1.6695450300509187,0.2965308812900709,0.6956503494496118,-1.9660759113409896
28.0,1.4108447344981199,0.05014384096214264,-2.176983173672408,3.587827908170528,2.2271270146345508
29.0,0.31613621800226777,-1.8726188182930656,-0.4899239455397788,0.8060601635420466,-1.3826948727532868
30.0,0.9964970873787942,0.1796988342010999,-1.628273908358318,2.624770995737112,1.8079727425594179
31.0,0.5829536119265062,-3.46631296376362,-2.3297821754175296,2.912735787344036,-1.1365307883460902
32.0,0.8723193700286835,-0.06642604009469077,0.13433380965961228,0.7379855603690713,-0.20075984975430305
33.0,0.5378842346323802,-3.3602056603925154,-2.0060519663951895,2.5439362010275697,-1.354153693997326
34.0,0.8989601237289038,0.1873167630209367,0.46322550055992484,0.43573462316897893,-0.27590873753898815
35.0,0.6086911757165198,-1.2870493716900837,-1.82350568749341,2.4321968632099296,0.5364563158033262
36.0,1.0108337465811446,0.4924638648902573,-1.3436237161606595,2.354457462741804,1.8360875810509167
37.0,0.907410764502957,0.10642431234383443,-1.3025243621516782,2.209935126654635,1.4089486744955126
