Step,Multi-Reward-Mean,Multi-Reward-Combined,Single-Reward,Mean - Single,Combined - Single
1.0,1.1269287393446792,0.6007177528558021,-1.7072369474027536,2.8341656867474327,2.3079547002585556
2.0,1.2353019193874202,0.5718449534510723,-2.719196045253058,3.954497964640478,3.2910409987041302
3.0,0.6531378048619011,-1.0483449346704652,-1.0541060554171717,1.707243860279073,0.005761120746706538
4.0,0.9029476363573128,-0.1710877163207254,-0.28008182253099023,1.183029458888303,0.10899410621026484
5.0,0.8069560198780569,-0.004807282312172423,0.2601320716807012,0.5468239481973557,-0.2649393539928736
6.0,0.21615330991321968,-0.4917259300638267,-1.8987989673424774,2.1149522772556972,1.4070730372786509
7.0,0.6725206217382782,-1.9652859108024296,-2.336193300889966,3.008713922628244,0.37090739008753637
8.0,0.9346891308439851,-0.6511667939132124,-0.7005207314767903,1.6352098623207754,0.049353937563577865
9.0,0.5199748845433008,-2.6258470737713266,0.49204140253974815,0.027933482003552612,-3.117888476311075
10.0,0.7006634763982721,-0.23488791835565725,-1.1437520174606102,1.8444154938588824,0.9088640991049529
11.0,0.7306428531865297,-5.031138321852247,-0.7251510528072018,1.4557939059937315,-4.305987269045046
12.0,0.6422422145378492,-1.4427206071441345,-2.5080701303742305,3.15031234491208,1.065349523230096
13.0,1.1262577759365486,0.3541493985134112,-0.8100540292320739,1.9363118051686226,1.1642034277454851
14.0,1.3464447634848424,0.6151447022072629,-1.2478350695846385,2.594279833069481,1.8629797717919014
15.0,0.3996697659126569,-1.9480139265533778,-0.8472794485862352,1.246949214498892,-1.1007344779671426
16.0,0.6107810687798674,-0.9964126516452625,0.1688697818452627,0.4419112869346047,-1.1652824334905252
17.0,0.46335032837168444,-1.3502772154874993,-1.3984545000673465,1.861804828439031,0.04817728457984716
18.0,1.0275970355832849,-0.7148060010113388,-1.0739477221616875,2.101544757744972,0.3591417211503487
19.0,0.8702954078748817,-0.2104797045262885,-3.007986355948186,3.8782817638230673,2.797506651421897
20.0,1.0080333618035524,0.3032952606200865,-1.275561942312847,2.2835953041163997,1.5788572029329335
